astrosci,sex,age,educ,relig,polviews,year
3,1,89,12,2,4,2008
3,2,44,15,1,4,2008
3,2,35,19,2,4,2008
2,1,19,11,1,6,2008
3,1,83,12,2,4,2008
3,2,76,10,2,6,2008
2,1,21,11,2,2,2008
3,2,41,18,2,3,2008
2,1,25,18,3,2,2008
1,2,34,18,3,4,2008
3,1,71,17,1,6,2008
3,1,56,13,2,2,2008
3,2,48,16,2,6,2008
3,1,27,16,4,2,2008
2,1,73,18,4,6,2008
3,2,62,20,1,2,2008
3,2,52,18,4,3,2008
3,2,34,16,4,2,2008
1,1,58,12,2,2,2008
2,1,24,11,1,3,2008
3,1,20,11,1,4,2008
3,1,68,12,6,6,2008
2,1,41,12,2,2,2008
3,2,24,15,4,3,2008
3,1,40,12,1,5,2008
3,1,61,18,4,2,2008
3,1,47,14,4,2,2008
3,2,45,16,1,1,2008
3,1,79,14,2,5,2008
3,2,30,16,2,2,2008
3,2,46,12,1,4,2008
1,2,37,9,2,6,2008
3,1,28,13,2,4,2008
2,2,22,12,2,NA,2008
1,2,47,13,1,4,2008
3,2,34,6,2,4,2008
3,2,63,11,NA,4,2008
1,2,47,12,1,6,2008
3,1,25,12,4,4,2008
2,1,21,10,2,4,2008
1,2,49,9,2,5,2008
3,1,50,3,2,4,2008
3,1,24,16,2,4,2008
2,1,69,14,2,3,2008
3,2,74,0,1,4,2008
3,2,25,16,1,2,2008
3,2,27,15,2,4,2008
2,1,60,14,11,4,2008
2,2,20,12,4,2,2008
1,1,30,13,4,2,2008
3,1,50,18,1,2,2008
3,2,46,19,4,1,2008
3,1,26,13,4,3,2008
3,2,27,14,1,5,2008
2,2,37,16,11,6,2008
3,1,53,18,4,3,2008
3,1,51,16,4,3,2008
2,2,49,15,2,4,2008
3,2,55,16,1,6,2008
3,2,29,16,1,6,2008
3,1,31,16,4,1,2008
2,2,59,6,2,4,2008
2,2,67,13,1,6,2008
2,2,41,16,1,4,2008
3,2,47,12,1,6,2008
3,2,71,11,1,NA,2008
2,2,62,12,1,6,2008
2,2,33,12,4,3,2008
3,1,54,9,2,NA,2008
3,2,54,16,1,6,2008
3,1,23,8,2,4,2008
2,2,34,9,2,4,2008
3,1,69,12,1,4,2008
2,1,57,11,11,6,2008
2,2,29,20,2,3,2008
3,2,83,17,1,1,2008
3,2,20,13,2,4,2008
3,2,53,16,2,2,2008
3,2,36,16,1,4,2008
3,1,56,12,2,4,2008
3,1,43,12,2,2,2008
3,1,55,19,2,4,2008
3,1,66,12,10,4,2008
3,1,36,11,1,4,2008
3,2,69,16,2,3,2008
2,2,70,12,2,4,2008
3,1,80,14,1,7,2008
2,1,45,15,2,4,2008
2,2,27,14,4,3,2008
3,1,57,8,1,3,2008
3,2,55,14,1,4,2008
2,1,54,12,1,4,2008
3,1,63,12,1,3,2008
2,2,54,12,1,3,2008
2,1,49,14,1,4,2008
2,2,57,12,1,6,2008
3,1,35,12,4,5,2008
2,1,50,11,4,4,2008
2,1,79,12,2,4,2008
3,2,87,13,4,4,2008
3,1,63,12,1,6,2008
3,1,48,16,4,3,2008
3,1,37,13,1,4,2008
3,2,39,16,4,3,2008
3,1,49,12,1,5,2008
3,1,33,13,2,4,2008
3,1,43,16,11,5,2008
3,2,47,13,11,5,2008
2,1,47,12,1,3,2008
3,1,46,12,4,4,2008
2,2,55,10,1,3,2008
3,2,74,18,4,1,2008
2,1,41,17,6,5,2008
2,1,19,13,2,3,2008
2,1,36,16,4,5,2008
3,2,44,12,2,5,2008
3,2,39,14,2,4,2008
3,2,30,16,1,6,2008
3,1,46,14,4,2,2008
3,2,33,20,3,1,2008
3,1,61,20,4,2,2008
2,2,27,9,4,NA,2008
3,1,40,14,6,4,2008
3,1,44,6,2,NA,2008
3,2,36,14,2,5,2008
1,1,33,14,4,4,2008
2,2,44,14,1,2,2008
3,2,78,8,4,4,2008
3,1,42,14,2,4,2008
3,1,32,16,4,2,2008
3,2,35,10,5,2,2008
2,1,63,13,3,4,2008
2,2,26,11,9,2,2008
2,2,32,14,4,2,2008
2,2,19,11,2,2,2008
3,2,52,14,NA,3,2008
3,2,42,13,1,4,2008
3,1,19,13,2,5,2008
1,2,43,18,1,4,2008
2,2,40,14,1,6,2008
1,2,63,12,1,5,2008
3,2,79,12,2,5,2008
2,2,40,16,NA,2,2008
3,2,49,20,2,4,2008
2,1,38,11,7,5,2008
3,2,50,16,1,2,2008
3,1,89,17,1,6,2008
2,2,71,16,10,2,2008
3,2,30,13,1,5,2008
3,1,55,12,1,4,2008
1,1,56,16,2,4,2008
3,1,56,18,3,4,2008
3,2,78,12,3,3,2008
2,2,89,12,1,3,2008
3,1,51,16,1,4,2008
2,2,52,18,4,2,2008
3,2,40,14,1,6,2008
2,1,57,10,1,5,2008
2,2,61,11,1,6,2008
2,2,25,14,1,4,2008
2,1,21,13,1,4,2008
3,1,66,17,4,7,2008
2,1,50,12,1,4,2008
3,2,45,14,1,4,2008
1,1,45,16,2,3,2008
3,1,24,12,4,3,2008
3,2,72,3,2,1,2008
3,2,28,12,2,4,2008
3,2,25,11,2,2,2008
2,1,62,15,4,2,2008
1,2,60,15,1,3,2008
3,2,47,14,1,4,2008
2,2,34,8,2,7,2008
2,2,31,12,1,2,2008
3,2,38,12,2,6,2008
2,1,44,12,2,5,2008
3,2,77,12,1,4,2008
2,2,45,14,5,4,2008
2,2,31,16,1,6,2008
2,1,37,9,2,5,2008
3,2,38,15,1,NA,2008
1,2,24,14,4,4,2008
3,2,40,13,4,6,2008
2,1,43,16,4,3,2008
3,1,48,17,1,3,2008
3,1,50,14,1,3,2008
3,2,49,20,1,4,2008
2,2,32,12,1,4,2008
3,1,45,13,9,3,2008
3,1,64,16,2,6,2008
3,1,43,13,1,4,2008
2,1,84,12,2,NA,2008
3,2,20,11,4,4,2008
3,2,28,12,1,3,2008
3,1,60,18,4,6,2008
3,2,25,15,4,2,2008
1,2,25,13,1,6,2008
3,1,58,15,1,6,2008
3,1,33,14,4,4,2008
3,1,64,16,1,6,2008
2,2,41,12,11,4,2008
3,1,68,18,1,4,2008
2,1,35,6,2,4,2008
3,1,33,11,4,NA,2008
2,1,57,4,2,4,2008
3,2,49,18,1,7,2008
3,1,28,12,1,6,2008
3,1,49,15,2,4,2008
3,1,72,16,1,4,2008
2,1,38,12,4,5,2008
3,1,44,15,11,4,2008
2,2,20,12,2,5,2008
1,1,23,12,1,1,2008
3,2,89,8,2,3,2008
2,1,23,11,4,4,2008
1,2,43,10,2,6,2008
3,1,39,12,1,4,2008
3,1,36,11,1,4,2008
3,1,22,12,2,2,2008
2,1,33,12,1,3,2008
3,1,56,7,1,7,2008
2,2,36,11,1,5,2008
2,2,31,6,1,2,2008
3,1,24,16,3,1,2008
3,1,53,19,4,7,2008
3,1,35,16,3,4,2008
2,1,68,12,1,2,2008
3,1,30,12,2,4,2008
2,2,31,20,4,4,2008
3,2,57,18,10,3,2008
2,1,21,13,2,3,2008
1,2,46,7,2,4,2008
2,1,40,6,2,5,2008
2,1,20,6,1,5,2008
3,2,35,18,4,2,2008
3,1,73,16,4,6,2008
3,1,60,16,1,5,2008
2,2,58,12,4,4,2008
2,1,19,13,1,4,2008
3,1,39,17,7,5,2008
3,2,31,16,4,3,2008
2,1,44,18,6,3,2008
3,2,47,12,1,5,2008
3,2,19,12,1,6,2008
2,1,31,17,2,5,2008
3,1,51,9,1,7,2008
2,1,37,9,2,4,2008
2,2,23,13,2,2,2008
3,1,56,16,1,5,2008
3,1,56,16,1,6,2008
3,1,31,17,1,5,2008
2,2,64,16,2,3,2008
3,1,60,16,1,6,2008
2,2,38,9,2,4,2008
1,1,33,13,2,4,2008
3,1,73,16,1,4,2008
3,2,54,14,4,5,2008
2,1,28,6,2,4,2008
3,1,40,15,9,4,2008
2,2,20,12,4,7,2008
3,2,23,11,1,2,2008
3,1,39,16,1,5,2008
2,2,48,13,1,6,2008
3,2,43,16,2,5,2008
3,2,52,19,1,4,2008
3,1,29,16,2,3,2008
3,2,24,17,3,2,2008
3,2,42,11,2,3,2008
3,2,42,18,1,2,2008
2,1,20,12,2,4,2008
2,2,42,8,2,4,2008
3,2,62,12,2,4,2008
3,2,42,12,1,6,2008
3,2,20,13,4,2,2008
3,1,47,16,1,5,2008
3,1,46,15,4,7,2008
3,1,46,16,3,5,2008
3,1,31,14,4,3,2008
2,2,40,14,NA,4,2008
2,2,57,9,2,2,2008
2,2,57,16,4,2,2008
2,2,45,14,1,2,2008
1,2,48,12,2,4,2008
3,2,54,16,1,3,2008
3,2,45,18,3,2,2008
3,2,37,20,9,2,2008
3,2,35,16,1,4,2008
3,2,71,12,2,3,2008
3,2,54,14,2,5,2008
2,2,23,11,4,4,2008
2,2,24,12,1,4,2008
2,2,22,16,4,3,2008
2,2,27,16,9,5,2008
3,2,50,16,1,4,2008
3,1,51,16,1,5,2008
2,1,25,13,1,4,2008
2,2,29,14,4,1,2008
3,1,53,12,1,4,2008
3,2,37,18,1,6,2008
3,1,62,12,1,4,2008
2,2,30,12,2,4,2008
2,1,19,10,4,4,2008
1,2,19,12,3,2,2008
2,2,44,11,1,7,2008
2,2,63,12,2,4,2008
3,1,49,13,1,6,2008
2,2,62,12,2,4,2008
3,2,50,12,1,5,2008
3,2,81,12,2,4,2008
3,2,56,12,1,6,2008
3,2,62,14,1,5,2008
3,1,78,13,1,5,2008
3,1,86,16,4,2,2008
3,1,58,13,1,6,2008
3,2,26,14,2,4,2008
3,2,68,16,4,4,2008
1,1,29,12,4,4,2008
3,2,73,13,1,5,2008
2,2,37,17,2,5,2008
2,1,61,18,6,2,2008
3,2,36,9,1,4,2008
3,1,53,12,1,4,2008
1,1,64,12,1,4,2008
2,2,28,14,1,3,2008
3,2,64,16,2,6,2008
3,2,19,11,4,3,2008
3,2,44,12,1,2,2008
3,1,44,16,1,4,2008
3,1,26,11,4,6,2008
2,2,20,13,4,3,2008
3,1,33,15,4,3,2008
1,2,23,12,1,3,2008
3,1,36,16,2,5,2008
3,1,61,16,2,5,2008
3,2,35,18,2,3,2008
3,1,35,17,1,6,2008
3,2,70,19,2,2,2008
3,2,23,12,2,5,2008
3,1,82,12,1,3,2008
3,1,51,15,2,4,2008
3,1,52,16,1,6,2008
3,1,53,12,2,5,2008
3,1,50,18,1,3,2008
3,2,53,16,1,2,2008
3,1,46,19,2,4,2008
2,1,23,14,2,3,2008
3,2,75,12,1,4,2008
3,1,62,16,4,4,2008
3,2,23,16,1,4,2008
2,1,34,5,4,2,2008
2,1,26,12,2,3,2008
3,1,54,14,1,6,2008
2,2,47,12,1,4,2008
3,1,67,15,1,6,2008
3,2,59,13,1,4,2008
3,1,34,16,4,4,2008
3,2,74,12,1,4,2008
3,1,44,12,1,6,2008
3,1,56,13,1,6,2008
3,2,48,16,1,6,2008
3,1,41,12,1,NA,2008
2,1,59,18,1,6,2008
3,1,52,12,1,5,2008
2,1,69,12,1,4,2008
2,1,56,12,1,4,2008
2,2,59,12,1,5,2008
3,1,89,5,1,5,2008
1,1,42,12,4,2,2008
2,2,47,10,1,6,2008
2,2,68,12,1,4,2008
3,2,61,12,1,4,2008
2,2,56,15,2,4,2008
3,2,42,12,11,7,2008
3,2,36,14,1,6,2008
3,1,51,14,4,7,2008
2,2,38,18,1,4,2008
3,2,87,8,1,4,2008
3,2,28,12,11,4,2008
3,2,58,18,1,5,2008
2,2,89,9,2,6,2008
3,2,76,14,2,6,2008
3,2,54,14,1,4,2008
2,2,19,11,1,NA,2008
3,1,22,15,2,4,2008
1,2,69,3,2,6,2008
2,1,56,16,1,3,2008
3,1,34,16,2,5,2008
3,1,36,18,3,4,2008
3,2,31,14,11,4,2008
2,2,70,16,2,6,2008
3,2,32,12,3,NA,2008
3,1,63,18,3,4,2008
2,1,55,17,3,5,2008
2,2,77,12,3,2,2008
3,2,35,14,2,2,2008
3,1,41,20,1,6,2008
2,2,31,18,2,3,2008
3,2,24,18,2,4,2008
3,2,28,20,4,3,2008
3,2,32,18,6,3,2008
1,1,31,8,2,4,2008
3,2,24,16,1,2,2008
2,2,45,12,1,3,2008
3,1,29,12,4,4,2008
3,2,29,7,2,NA,2008
3,1,40,16,2,4,2008
3,2,23,14,1,4,2008
3,2,48,16,1,2,2008
2,1,34,12,4,1,2008
3,1,23,16,1,3,2008
3,1,46,15,4,3,2008
3,1,45,16,11,6,2008
3,2,41,16,2,3,2008
2,1,52,14,5,6,2008
3,1,40,20,4,5,2008
3,2,44,20,2,2,2008
3,2,54,16,4,2,2008
3,2,56,8,1,3,2008
3,1,53,9,1,4,2008
3,2,44,15,2,2,2008
3,1,22,14,1,6,2008
2,2,21,14,2,2,2008
2,2,33,12,2,2,2008
3,1,56,14,1,6,2008
2,2,47,18,10,4,2008
2,1,74,19,4,3,2008
3,1,41,16,4,4,2008
3,1,50,14,1,6,2008
2,1,48,12,5,4,2008
3,2,51,12,1,6,2008
1,2,74,12,2,5,2008
2,2,73,12,2,4,2008
2,2,48,12,2,4,2008
3,1,27,16,1,5,2008
2,1,41,12,1,5,2008
3,1,73,13,1,6,2008
3,1,48,12,4,4,2008
3,2,30,13,1,4,2008
3,1,48,16,1,4,2008
2,1,43,11,4,4,2008
3,2,18,6,1,6,2008
3,2,52,12,2,5,2008
3,1,51,12,4,4,2008
3,1,32,14,2,3,2008
3,1,68,16,1,4,2008
3,2,64,16,2,4,2008
1,2,44,12,1,NA,2008
3,1,62,12,2,4,2008
2,1,35,12,2,1,2008
3,1,26,11,1,4,2008
3,1,36,16,4,1,2008
1,1,61,18,1,3,2008
3,2,66,16,3,2,2008
3,2,62,20,1,2,2008
3,1,37,16,1,6,2008
2,1,53,16,1,4,2008
3,1,51,17,4,5,2008
3,2,47,19,4,3,2008
3,1,65,16,4,2,2008
3,1,48,12,4,4,2008
1,2,42,12,2,5,2008
2,1,44,16,1,5,2008
3,2,69,18,1,3,2008
3,1,46,16,2,5,2008
3,1,56,17,4,4,2008
2,1,19,11,4,4,2008
2,2,46,14,2,4,2008
3,2,77,12,2,5,2008
2,2,65,14,2,2,2008
2,2,56,12,2,4,2008
3,2,18,11,4,3,2008
2,2,52,18,11,6,2008
3,1,53,9,1,6,2008
1,2,31,12,4,2,2008
3,1,53,20,4,1,2008
3,2,21,15,4,3,2008
3,2,75,20,4,4,2008
3,1,47,14,1,6,2008
1,1,31,11,1,3,2008
1,1,21,11,4,4,2008
3,1,50,14,4,2,2008
2,2,23,13,1,3,2008
1,2,74,18,1,4,2008
2,1,32,13,4,3,2008
1,1,29,14,4,3,2008
3,1,33,16,1,5,2008
3,2,46,12,2,4,2008
1,2,55,12,2,4,2008
3,2,35,16,2,4,2008
3,1,40,14,11,5,2008
3,2,50,16,2,2,2008
3,1,60,12,2,3,2008
3,2,38,16,NA,4,2008
3,1,40,12,4,2,2008
2,2,75,12,11,NA,2008
1,2,20,13,1,4,2008
3,2,36,14,13,2,2008
2,1,54,16,2,4,2008
3,2,60,14,2,2,2008
3,1,39,11,1,5,2008
2,2,48,13,2,4,2008
2,2,25,12,4,3,2008
3,1,24,13,1,6,2008
3,2,60,17,2,4,2008
3,2,39,14,1,3,2008
3,2,60,12,2,2,2008
3,2,50,12,1,1,2008
2,2,74,12,1,4,2008
2,2,76,12,1,4,2008
1,2,80,14,1,4,2008
2,2,67,16,3,5,2008
3,2,21,14,4,4,2008
2,2,31,13,2,4,2008
3,1,40,14,1,5,2008
2,2,54,18,1,2,2008
2,2,26,14,4,2,2008
3,2,65,13,2,4,2008
1,1,74,10,1,4,2008
2,2,69,12,2,4,2008
3,1,39,15,4,4,2008
2,1,51,12,1,4,2008
3,1,51,12,1,5,2008
2,2,34,16,11,4,2008
2,2,40,16,2,6,2008
3,2,26,12,2,4,2008
2,2,61,16,1,4,2008
3,2,40,10,2,3,2008
2,1,25,13,1,4,2008
2,2,43,16,4,2,2008
2,2,52,12,2,2,2008
3,1,40,11,2,4,2008
3,1,23,14,2,3,2008
3,2,38,14,2,4,2008
3,2,65,18,1,6,2008
3,1,19,12,4,6,2008
2,2,31,14,1,6,2008
2,1,71,12,1,4,2008
2,2,51,16,1,5,2008
3,2,70,13,1,6,2008
3,1,57,12,1,5,2008
2,2,57,10,1,5,2008
3,1,64,10,1,4,2008
3,2,32,14,1,6,2008
3,2,26,12,1,4,2008
3,2,46,9,2,2,2008
3,2,50,12,1,6,2008
2,2,67,7,1,5,2008
3,1,76,6,1,4,2008
2,2,46,18,1,2,2008
3,1,27,13,1,2,2008
3,1,48,12,1,2,2008
3,1,25,12,2,5,2008
2,1,48,11,2,6,2008
3,2,46,20,1,6,2008
3,2,62,12,1,5,2008
3,1,57,12,1,7,2008
3,2,55,14,2,3,2008
3,1,45,12,2,4,2008
2,1,80,18,2,6,2008
2,2,23,16,4,5,2008
3,2,22,12,2,5,2008
3,1,36,12,1,7,2008
3,2,76,8,2,NA,2008
3,1,29,16,1,3,2008
3,1,47,16,4,3,2008
3,2,50,15,1,1,2008
2,1,80,17,1,5,2008
3,1,60,14,4,4,2008
3,2,50,12,1,4,2008
3,1,31,12,1,4,2008
3,1,47,20,1,1,2008
2,2,48,12,1,4,2008
2,2,25,12,1,4,2008
3,2,42,16,1,2,2008
3,2,20,13,3,2,2008
3,2,47,16,4,5,2008
3,1,44,10,2,3,2008
2,2,46,12,2,3,2008
3,1,57,20,1,6,2008
2,1,51,14,1,4,2008
3,1,65,14,1,2,2008
3,2,89,12,1,4,2008
2,1,24,12,4,7,2008
3,1,77,12,1,6,2008
3,1,33,0,4,4,2008
2,2,38,12,1,4,2008
2,2,37,12,2,4,2008
3,1,24,12,4,3,2008
3,2,67,18,1,2,2008
3,1,46,15,2,5,2008
3,1,46,18,4,2,2008
1,2,72,14,2,7,2008
2,2,43,19,4,6,2008
3,1,21,14,2,4,2008
2,2,55,16,1,3,2008
3,2,47,16,2,4,2008
3,2,60,13,1,4,2008
3,1,27,16,2,3,2008
3,1,28,16,2,4,2008
3,2,43,9,4,4,2008
2,1,45,12,2,4,2008
3,1,52,16,4,3,2008
3,2,33,15,3,2,2008
2,2,50,13,1,5,2008
3,1,50,12,2,6,2008
2,2,77,12,1,1,2008
1,1,22,11,4,5,2008
3,1,76,20,1,6,2008
3,1,60,16,4,7,2008
2,1,34,16,NA,7,2008
3,1,46,16,2,4,2008
2,1,56,12,1,6,2008
3,1,58,16,1,5,2008
3,2,38,16,1,6,2008
3,1,70,20,3,4,2008
3,1,34,19,2,6,2008
3,2,59,16,1,5,2008
3,1,68,20,1,5,2008
3,1,62,15,1,1,2008
1,2,53,13,3,4,2008
3,2,29,18,1,2,2008
2,1,33,12,4,2,2008
3,1,62,16,4,1,2008
3,1,39,13,4,4,2008
3,2,59,13,4,3,2008
3,2,31,13,2,4,2008
3,1,41,12,2,5,2008
2,2,28,13,1,1,2008
3,2,47,14,2,5,2008
2,1,52,12,1,6,2008
3,2,26,18,2,2,2008
3,2,58,12,2,5,2008
3,2,82,10,1,7,2008
3,2,47,14,1,6,2008
3,2,74,12,2,5,2008
2,2,48,16,1,5,2008
2,1,38,12,1,2,2008
3,2,55,12,1,4,2008
2,1,27,14,2,3,2008
3,1,38,11,2,4,2008
3,1,59,18,2,2,2008
2,2,62,12,1,6,2008
3,1,22,12,6,NA,2008
2,1,49,10,2,6,2008
3,1,57,19,2,2,2008
3,2,67,16,1,4,2008
2,1,62,17,4,4,2008
2,2,37,17,4,4,2008
3,1,27,14,1,5,2008
3,1,52,12,4,3,2008
2,2,44,13,1,2,2008
3,1,54,16,1,3,2008
3,2,69,12,1,5,2008
2,2,51,12,4,4,2008
3,2,34,17,1,3,2008
3,2,31,13,4,3,2008
3,2,76,12,1,6,2008
3,2,76,11,1,6,2008
3,2,31,15,1,6,2008
3,2,76,10,1,6,2008
3,1,56,9,4,NA,2008
2,1,65,10,4,4,2008
2,1,36,6,2,NA,2008
2,2,57,12,1,3,2008
3,1,29,12,4,6,2008
3,1,54,10,1,1,2008
3,2,66,17,1,6,2008
3,2,59,15,1,5,2008
3,1,27,18,1,5,2008
2,1,77,19,1,2,2008
3,1,77,16,1,4,2008
2,1,26,16,4,4,2008
3,1,39,12,1,5,2008
2,1,52,12,1,4,2008
3,1,45,12,1,3,2008
2,2,61,13,1,4,2008
2,1,31,14,1,4,2008
3,1,35,13,1,6,2008
3,2,44,12,1,4,2008
2,2,72,12,1,3,2008
3,1,27,14,1,6,2008
3,1,38,12,1,2,2008
2,1,82,12,1,4,2008
2,2,23,12,4,4,2008
2,2,72,12,2,5,2008
3,1,40,16,4,6,2008
3,2,65,12,2,6,2008
2,2,57,12,4,4,2008
3,2,75,14,2,4,2008
3,1,37,12,11,4,2008
3,1,85,13,1,5,2008
2,2,50,16,1,6,2008
2,1,31,14,1,4,2008
3,2,67,16,1,4,2008
3,2,44,16,1,3,2008
2,2,35,18,1,5,2008
3,2,61,12,1,4,2008
3,2,55,18,1,4,2008
3,1,19,12,1,5,2008
3,1,49,14,1,6,2008
2,2,59,14,1,5,2008
3,2,61,12,2,6,2008
3,2,39,17,3,3,2008
3,1,49,12,1,4,2008
3,1,43,12,4,4,2008
2,1,30,13,1,3,2008
3,1,41,14,1,3,2008
3,2,64,12,1,2,2008
3,1,51,14,1,4,2008
2,2,52,15,1,4,2008
3,2,55,12,1,4,2008
3,2,28,14,1,4,2008
3,1,50,14,1,3,2008
1,2,36,12,11,4,2008
2,2,23,13,1,4,2008
3,2,36,14,1,5,2008
3,2,60,12,1,4,2008
2,2,26,16,1,4,2008
2,2,46,12,11,7,2008
2,2,78,15,1,2,2008
2,2,66,12,1,4,2008
2,2,48,12,1,4,2008
2,1,27,14,1,4,2008
2,1,56,12,1,3,2008
3,1,71,18,1,5,2008
3,1,23,14,2,4,2008
2,2,35,15,1,4,2008
3,1,65,18,1,5,2008
3,2,34,18,1,5,2008
3,2,37,16,1,5,2008
3,2,50,16,1,2,2008
3,1,37,10,1,6,2008
3,1,47,12,2,4,2008
2,2,18,12,1,3,2008
3,2,27,12,1,7,2008
3,1,37,12,1,4,2008
2,1,46,15,1,5,2008
3,2,46,11,1,3,2008
3,2,34,16,1,7,2008
3,2,37,16,1,5,2008
3,1,38,20,4,5,2008
3,1,64,16,1,7,2008
3,1,44,16,2,4,2008
3,1,89,12,2,4,2008
3,1,43,16,1,4,2008
3,1,51,20,1,4,2008
3,1,53,16,1,5,2008
2,1,22,15,1,3,2008
3,1,25,15,1,5,2008
2,1,35,12,4,4,2008
2,1,46,9,1,1,2008
3,1,27,7,2,NA,2008
2,1,35,12,4,5,2008
3,2,76,11,1,NA,2008
2,2,26,9,1,5,2008
3,1,74,8,1,2,2008
3,1,33,16,4,2,2008
3,2,36,9,1,6,2008
2,1,44,14,1,4,2008
3,2,36,12,4,4,2008
3,2,67,12,2,5,2008
2,1,29,12,1,4,2008
3,2,27,14,1,2,2008
3,2,29,14,2,5,2008
3,1,39,16,1,5,2008
2,1,61,16,1,6,2008
3,2,60,15,1,3,2008
2,1,50,16,7,4,2008
3,1,67,18,1,4,2008
3,2,77,5,1,6,2008
3,1,33,12,1,2,2008
3,1,33,12,2,4,2008
3,2,36,14,1,6,2008
3,1,33,18,2,5,2008
2,1,64,12,1,2,2008
2,1,47,12,1,4,2008
3,2,33,18,1,4,2008
2,2,69,12,1,2,2008
2,1,43,9,1,1,2008
3,1,66,12,1,5,2008
3,2,44,12,1,4,2008
2,2,73,16,1,5,2008
3,2,54,16,1,4,2008
3,1,69,16,1,2,2008
3,2,36,12,1,6,2008
3,2,78,10,1,4,2008
3,1,67,16,1,6,2008
3,1,46,20,1,6,2008
3,1,32,16,1,7,2008
2,2,41,14,2,4,2008
3,2,49,6,1,5,2008
3,1,42,16,2,5,2008
2,2,33,12,2,4,2008
2,2,46,16,2,5,2008
3,1,33,16,2,4,2008
2,1,42,18,2,4,2008
2,1,35,12,2,NA,2008
3,2,37,18,1,3,2008
2,2,35,9,2,3,2008
3,1,30,8,2,2,2008
2,2,47,9,2,1,2008
2,2,50,11,2,3,2008
3,1,40,12,2,4,2008
2,2,56,9,2,5,2008
3,2,20,14,2,4,2008
2,1,28,16,2,2,2008
2,2,28,9,1,4,2008
2,1,30,11,2,2,2008
2,2,44,7,2,2,2008
3,2,21,14,2,4,2008
2,1,86,3,2,4,2008
3,2,42,5,2,2,2008
2,2,23,12,4,4,2008
3,2,36,14,1,3,2008
2,2,25,12,2,4,2008
3,2,45,16,2,6,2008
3,1,41,13,11,4,2008
3,1,54,8,1,5,2008
2,1,24,12,1,4,2008
3,1,51,12,1,4,2008
3,2,52,14,1,4,2008
3,1,46,12,1,6,2008
2,1,24,12,1,4,2008
2,2,32,14,2,2,2008
3,1,36,13,1,4,2008
3,2,65,20,1,6,2008
3,1,30,15,1,3,2008
3,2,23,16,1,6,2008
3,1,28,12,1,4,2008
2,1,37,12,4,4,2008
1,2,38,14,2,4,2008
2,2,26,14,1,6,2008
3,2,59,14,1,6,2008
3,1,54,14,1,5,2008
3,1,44,10,1,1,2008
2,2,79,11,1,6,2008
3,1,41,13,4,4,2008
3,2,19,13,11,3,2008
3,2,59,12,11,4,2008
3,1,48,14,4,4,2008
3,1,39,12,4,4,2008
3,1,35,14,11,3,2008
3,1,61,18,2,4,2008
2,2,41,12,4,4,2008
3,2,41,18,11,6,2008
3,1,56,10,1,6,2008
3,2,28,14,11,6,2008
3,2,65,14,2,4,2008
3,2,53,16,1,2,2008
3,1,62,16,1,5,2008
2,1,18,12,4,6,2008
2,2,49,8,1,5,2008
3,1,32,14,1,5,2008
3,2,26,16,1,6,2008
3,2,33,11,1,4,2008
2,1,34,12,4,4,2008
3,2,58,11,1,4,2008
3,1,29,14,1,6,2008
1,1,60,12,1,2,2008
2,2,19,11,5,2,2008
3,2,87,12,2,4,2008
1,2,66,14,1,3,2008
3,1,34,11,4,2,2008
2,1,83,16,2,4,2008
1,2,53,12,1,2,2008
2,1,55,5,1,4,2008
2,2,30,6,2,1,2008
2,2,22,11,2,2,2008
3,2,58,16,1,5,2008
3,2,59,18,1,7,2008
3,1,81,10,2,4,2008
2,1,30,18,1,3,2008
3,1,27,14,1,6,2008
2,2,57,14,1,3,2008
3,2,37,20,1,4,2008
3,1,49,12,1,6,2008
3,2,51,13,1,6,2008
3,1,57,14,4,4,2008
3,1,23,16,1,5,2008
2,2,31,14,1,4,2008
2,1,38,12,2,1,2008
3,1,27,14,4,3,2008
3,2,22,15,4,2,2008
1,1,42,8,2,6,2008
2,2,24,17,4,2,2008
3,1,51,16,4,4,2008
3,2,23,12,4,4,2008
3,1,40,12,11,6,2008
3,2,34,16,1,4,2008
3,2,61,12,1,4,2008
3,2,54,16,1,6,2008
3,1,74,7,4,1,2008
2,1,53,15,1,5,2008
1,1,23,12,1,6,2008
3,2,86,20,1,4,2008
2,2,67,16,1,6,2008
2,2,37,13,11,4,2008
3,2,49,11,1,6,2008
3,2,37,12,1,6,2008
2,1,61,10,2,2,2008
3,1,82,14,1,6,2008
3,1,82,18,1,6,2008
2,1,84,12,1,5,2008
3,2,48,12,1,6,2008
3,2,45,14,1,5,2008
3,1,33,12,11,5,2008
3,1,43,14,4,4,2008
3,2,58,12,1,7,2008
3,2,53,16,1,7,2008
3,2,45,16,NA,2,2008
2,2,69,12,1,4,2008
2,1,24,12,1,3,2008
2,2,32,11,5,4,2008
3,1,40,16,1,6,2008
3,1,22,15,4,3,2008
3,2,50,18,1,4,2008
3,2,38,10,11,6,2008
3,1,68,17,6,6,2008
3,1,38,15,11,5,2008
2,2,33,12,11,7,2008
3,2,42,16,2,2,2008
2,2,28,12,4,5,2008
3,2,47,10,1,3,2008
3,1,30,18,4,4,2008
3,1,48,10,1,5,2008
3,2,28,16,4,2,2008
3,1,75,13,11,6,2008
3,1,45,6,2,3,2008
2,1,23,4,1,1,2008
3,1,28,8,1,4,2008
